material_id,formula,pred_log10_sigma,pred_spread,in_training
mp-1147729,Li4Zn(PS4)2,-4.283108046150787,1.415843105618956,False
mp-684817,K2LiTa6(PO8)3,-4.343225110923941,1.6724235279555864,False
mp-942733,Li7La3Zr2O12,-4.365416847033526,0.6294334964561417,True
mp-1245352,Cs2LiLaBr6,-4.374844781588168,2.083261522956354,False
mp-686004,Li3ScCl6,-4.390425443784414,1.8449305331971992,False
mp-1112663,Cs2LiYI6,-4.396863600791408,2.010094300545028,False
mp-1101530,LiMnP2O7,-4.405179048233567,1.4034885892058335,False
mp-26379,LiMnP2O7,-4.405179048233567,1.4034885892058335,False
mp-775933,LiMnP2O7,-4.405179048233567,1.4034885892058335,False
mp-705357,LiMnP2O7,-4.405179048233567,1.4034885892058335,False
mp-776412,LiMnP2O7,-4.405179048233567,1.4034885892058335,False
mp-26397,LiMnP2O7,-4.405179048233567,1.4034885892058335,False
mp-26339,LiMnP2O7,-4.405179048233567,1.4034885892058335,False
mp-31960,LiMnP2O7,-4.405179048233567,1.4034885892058335,False
mp-26179,LiMnP2O7,-4.405179048233567,1.4034885892058335,False
mp-32022,LiMnP2O7,-4.405179048233567,1.4034885892058335,False
mp-27031,LiMnP2O7,-4.405179048233567,1.4034885892058335,False
mp-31924,LiMnP2O7,-4.405179048233567,1.4034885892058335,False
mp-1111833,Cs2LiYBr6,-4.414151341769709,2.099457013231765,False
mp-973793,Li8SeN2,-4.417624898579194,2.1807779644058494,False
mp-1185315,Li3La3(MoO6)2,-4.434764536969741,1.0190661396231517,False
mp-1177780,Li2VFe(P2O7)2,-4.437564459862503,1.4362270954365963,False
mp-1177778,Li2VFe(P2O7)2,-4.437564459862503,1.4362270954365963,False
mp-759523,Li2VFe(P2O7)2,-4.437564459862503,1.4362270954365963,False
mp-759760,Li2VFe(P2O7)2,-4.437564459862503,1.4362270954365963,False
mp-760164,Li2VFe(P2O7)2,-4.437564459862503,1.4362270954365963,False
mp-764299,Li2VFe(P2O7)2,-4.437564459862503,1.4362270954365963,False
mp-759428,Li2VFe(P2O7)2,-4.437564459862503,1.4362270954365963,False
mp-1177781,Li2VFe(P2O7)2,-4.437564459862503,1.4362270954365963,False
mp-1177776,Li2VFe(P2O7)2,-4.437564459862503,1.4362270954365963,False
mp-764318,Li2VFe(P2O7)2,-4.437564459862503,1.4362270954365963,False
mp-760046,LiPH21S3N7,-4.457992840261693,2.0907575657229525,False
mp-39387,SrLiTa2O6F,-4.517377517751976,1.6601068090963724,False
mp-1110706,Rb2LiYBr6,-4.520121650070729,2.1064172885388937,False
mp-989405,Cs2LiInBr6,-4.54622861174692,1.8689155102698563,False
mp-557964,Li9S3N,-4.558760495618354,2.3661099518619295,False
mp-722502,Li3P11(H3N)17,-4.577569468950994,2.1959940064454075,False
mp-26019,LiMn(PO3)3,-4.580352377051871,1.488482764265476,False
mp-19492,LiMn(PO3)3,-4.580352377051871,1.488482764265476,False
mp-758671,LiMn(PO3)3,-4.580352377051871,1.488482764265476,False
mp-1663238,LiMn(PO3)3,-4.580352377051871,1.488482764265476,False
mp-6259,SrLi2Ta2O7,-4.635583545465406,1.2706873441904645,False
mp-558054,SrLi2Ta2O7,-4.635583545465406,1.2706873441904645,False
mp-1101555,Li2MoP4O13,-4.635960629238459,1.6080509914947887,False
mp-989583,Rb2LiInCl6,-4.63981790945728,2.0388341963257535,False
mp-1198596,Li2P7(H3N)9,-4.645059489467812,2.2578362915065613,False
mp-26977,LiMn2P3O10,-4.646016436580979,1.4736430209000615,False
mp-705340,LiVP2O7,-4.687522228006658,1.6385966027822763,False
mp-1641256,LiVP2O7,-4.687522228006658,1.6385966027822763,False
mp-26227,LiVP2O7,-4.687522228006658,1.6385966027822763,False
mp-26251,LiVP2O7,-4.687522228006658,1.6385966027822763,False
mp-26681,LiVP2O7,-4.687522228006658,1.6385966027822763,False
mp-775484,Ba6Li2Ti16O39,-4.689490969012077,1.3265613299195613,False
mp-1113017,Cs2LiInCl6,-4.6897712921506525,2.08229474273888,False
mp-571527,Cs2LiInCl6,-4.6897712921506525,2.08229474273888,False
mp-1223507,Li5CrFe4(P2O7)5,-4.6922721862609205,1.5212385751165571,False
mp-10517,LiScP2O7,-4.707878486882713,2.267049499533837,False
mp-1111126,K2LiLuCl6,-4.724149945262964,2.0654021287993682,False
mp-558083,BaLi2Ti6O14,-4.727164462054742,2.1226205474139643,False
mp-12525,Sr2LiReO6,-4.7288265252313835,1.1658316931448431,False
mp-1080625,Sr2LiReO6,-4.7288265252313835,1.1658316931448431,False
mp-725430,Li2Ti4Ni(PO5)4,-4.729707172207871,1.6955365038190113,False
mp-532743,Li2Ti4Ni(PO5)4,-4.729707172207871,1.6955365038190113,False
mp-1222845,Li2Ti4Ni(PO5)4,-4.729707172207871,1.6955365038190113,False
mp-989579,Rb2LiTlCl6,-4.7344198617452165,2.127865795631319,False
mp-1111672,K2LiInCl6,-4.749584391802292,2.0878268566602265,False
mp-720669,Li2Ti2MnCr2(PO4)6,-4.7584362759000065,1.6125146493337221,False
mp-776576,Li2Ti2MnCr2(PO4)6,-4.7584362759000065,1.6125146493337221,False
mp-1198622,Li7La3Hf2O12,-4.763446404810651,0.9372326680222758,True
mp-26435,LiCrP2O7,-4.79723438647942,1.6374162967321515,False
mp-27035,LiCrP2O7,-4.79723438647942,1.6374162967321515,False
mp-1101520,LiCrP2O7,-4.79723438647942,1.6374162967321515,False
mp-26139,LiCrP2O7,-4.79723438647942,1.6374162967321515,False
mp-19103,LiCrP2O7,-4.79723438647942,1.6374162967321515,False
mp-1112999,Cs2LiTlCl6,-4.801512237608332,2.1349400082398726,False
mp-1212005,KLiWO4,-4.815287948342357,1.330748196282588,False
mp-25840,LiTi2(PO4)3,-4.817434904836117,0.5160377671867221,True
mp-18640,LiTi2(PO4)3,-4.817434904836117,0.5160377671867221,True
mp-774579,LiTi2(PO4)3,-4.817434904836117,0.5160377671867221,True
mp-776502,LiTi2(PO4)3,-4.817434904836117,0.5160377671867221,True
mp-774539,LiTi2(PO4)3,-4.817434904836117,0.5160377671867221,True
mp-773843,LiTi2(PO4)3,-4.817434904836117,0.5160377671867221,True
mp-26884,LiTi2(PO4)3,-4.817434904836117,0.5160377671867221,True
mp-759377,LiTi2(PO4)3,-4.817434904836117,0.5160377671867221,True
mp-759793,LiTi2(PO4)3,-4.817434904836117,0.5160377671867221,True
mp-762322,LiTi2(PO4)3,-4.817434904836117,0.5160377671867221,True
mp-773017,LiTi2(PO4)3,-4.817434904836117,0.5160377671867221,True
mp-1001069,Li48P16S61,-4.829358465567378,1.5433446184877324,False
mp-556085,Rb2LiTaS4,-4.833398141290559,1.5831368301450939,False
mp-1147621,Li3InBr6,-4.8386703479658735,1.9815068337639026,False
mp-557816,Ba5Li2(WO5)3,-4.8435346426655155,1.5706004941544032,False
mp-1200057,Li7La3(SnO6)2,-4.854323301520387,1.2570952874187353,False
mp-1195718,Li4SnS4,-4.88333450691701,1.4954839454658764,True
mp-26297,LiV(PO3)3,-4.889814130025584,1.8341374325558604,False
mp-758307,LiV(PO3)3,-4.889814130025584,1.8341374325558604,False
mp-26225,LiV(PO3)3,-4.889814130025584,1.8341374325558604,False
mp-1210919,LiLa(WO4)2,-4.89092400388514,1.6370894994798941,False
mp-697764,LiFeP2O7,-4.893517977821252,1.6990766198715916,False
mp-19294,LiFeP2O7,-4.893517977821252,1.6990766198715916,False
mp-26181,LiFeP2O7,-4.893517977821252,1.6990766198715916,False
mp-1101512,LiFeP2O7,-4.893517977821252,1.6990766198715916,False
mp-26563,LiFeP2O7,-4.893517977821252,1.6990766198715916,False
mp-1101516,LiFeP2O7,-4.893517977821252,1.6990766198715916,False
mp-570379,Cs2LiLuCl6,-4.923802546597061,2.212347153955544,False
mp-1190364,Li2SnS3,-4.924276734324993,1.064813646337034,True
mp-26985,Li2Fe3(P2O7)2,-4.931728279375475,1.565183788624679,False
mp-1013850,LiV2P2O9,-4.942823312869028,1.752463758906493,False
mp-1178391,CsLiWO4,-4.96115305905152,1.732662897026596,False
mp-27007,LiFe2P3O10,-4.962150292055295,1.6412789098192107,False
mp-998591,LiSnCl3,-4.990066753185647,1.8608305839603536,False
mp-998230,LiSnCl3,-4.990066753185647,1.8608305839603536,False
mp-772416,Li2Ti3Sn(PO4)6,-5.006501098468709,1.108065023806174,False
mp-1190486,Sr3LiTaO6,-5.007389833660182,1.5173052455968727,False
mp-721239,Li10Ge(PSe6)2,-5.0221499917874155,1.8216649035857577,False
mp-696127,Li10Ge(PSe6)2,-5.0221499917874155,1.8216649035857577,False
mp-6270,Ba2LiReO6,-5.036371045533143,1.5598423149966563,False
mp-721253,Li10Si(PSe6)2,-5.0401010311990255,1.8108544491820273,False
mp-706277,Li10Si(PSe6)2,-5.0401010311990255,1.8108544491820273,False
mp-764248,Li2VCr(P2O7)2,-5.048816921571488,1.6432666569420875,False
mp-761112,Li2VCr(P2O7)2,-5.048816921571488,1.6432666569420875,False
mp-761121,Li2VCr(P2O7)2,-5.048816921571488,1.6432666569420875,False
mp-760105,Li2VCr(P2O7)2,-5.048816921571488,1.6432666569420875,False
mp-760004,Li2VCr(P2O7)2,-5.048816921571488,1.6432666569420875,False
mp-759630,Li2VCr(P2O7)2,-5.048816921571488,1.6432666569420875,False
mp-759753,Li2VCr(P2O7)2,-5.048816921571488,1.6432666569420875,False
mp-759663,Li2VCr(P2O7)2,-5.048816921571488,1.6432666569420875,False
mp-759506,Li2VCr(P2O7)2,-5.048816921571488,1.6432666569420875,False
mp-753866,Li2VCr(P2O7)2,-5.048816921571488,1.6432666569420875,False
mp-31885,Li3Fe2P5O16,-5.056024838541813,1.8378686557378439,False
mp-28250,Li2MnBr4,-5.066605029629485,2.1012497720202994,False
mp-705516,Li10Sn(PSe6)2,-5.068240170769156,1.7851160878937695,False
mp-721252,Li10Sn(PSe6)2,-5.068240170769156,1.7851160878937695,False
mp-686745,Ba3LiTi5Nb3O21,-5.0729750946782355,1.3715493978737041,False
mp-766208,Ba3LiTi5Nb3O21,-5.0729750946782355,1.3715493978737041,False
mp-555186,Li2ZnSnS4,-5.0738463907155165,1.4387170359319794,False
mp-26083,Li2Mn3(P2O7)2,-5.08502359392462,1.6040184610488277,False
mp-32027,Li2Mn3(P2O7)2,-5.08502359392462,1.6040184610488277,False
mp-26040,LiMn2(PO4)3,-5.09729366939638,1.362504989592043,False
mp-26118,LiMn2(PO4)3,-5.09729366939638,1.362504989592043,False
mp-26061,LiMn2(PO4)3,-5.09729366939638,1.362504989592043,False
mp-1194523,Li2CaTa2O7,-5.104085587857816,1.7229583318528288,False
mp-1190183,Li2CaTa2O7,-5.104085587857816,1.7229583318528288,False
mp-776444,KLiTi2(PO5)2,-5.115300244162132,1.8330464561287265,False
mp-23361,Li5CrCl8,-5.1231912975051355,1.5390336550417008,False
mp-950995,Li6PS5I,-5.124012593684697,0.7022534456276113,True
mp-985582,Li6PS5I,-5.124012593684697,0.7022534456276113,True
mp-29250,Li6VCl8,-5.132357173854635,1.7710100192932936,False
mp-561778,CsLiCrO4,-5.134411327433216,1.5366818231839794,False
mp-697222,Rb3LiZn2(MoO4)4,-5.138952994578281,1.3652611466041304,False
mp-1211646,Li3Lu3(TeO6)2,-5.141075962425689,1.7728145425846338,False
mp-650024,RbLiBi2(MoO4)4,-5.142470750952088,1.6370769434378476,False
mp-504179,LiFe(PO3)3,-5.157806745479306,1.7817868703285478,False
mp-26003,LiFe(PO3)3,-5.157806745479306,1.7817868703285478,False
mp-758184,LiFe(PO3)3,-5.157806745479306,1.7817868703285478,False
mp-26188,LiMn2P5O16,-5.161689464155528,1.3475547553167155,False
mp-36330,Li2VCl4,-5.161773958088471,1.3028114343524646,True
mp-37879,LiYSe2,-5.168527149113637,1.8170488350357958,False
mp-15794,LiYSe2,-5.168527149113637,1.8170488350357958,False
mp-1190809,Li8TeN2,-5.177410753746201,2.0992929900979695,False
mp-757577,LiPWO5,-5.184089862380599,1.8781538378195592,False
mp-777400,LiMnVP2(O4F)2,-5.190522506356194,1.5945460433403689,False
mp-541001,LiInI4,-5.194188950743908,1.6787825960834133,False
mp-755707,K3LiTi7O16,-5.196360005198671,1.949948639083026,False
mp-26111,LiCr(PO3)3,-5.229279645571027,2.0581706919611245,False
mp-26063,LiCr(PO3)3,-5.229279645571027,2.0581706919611245,False
mp-780193,LiCr(PO3)3,-5.229279645571027,2.0581706919611245,False
mp-1210908,Li2Lu5B3O13,-5.2307633054167155,1.9235554592635793,False
mp-567967,LiGaI4,-5.242458100775639,1.6615409715822609,False
mp-761236,LiMnV(P2O7)2,-5.242813520090381,1.4283389763654648,False
mp-764481,LiMnV(P2O7)2,-5.242813520090381,1.4283389763654648,False
mp-764480,LiMnV(P2O7)2,-5.242813520090381,1.4283389763654648,False
mp-1176615,LiMnV(P2O7)2,-5.242813520090381,1.4283389763654648,False
mp-764622,LiMnV(P2O7)2,-5.242813520090381,1.4283389763654648,False
mp-764484,LiMnV(P2O7)2,-5.242813520090381,1.4283389763654648,False
mp-759232,LiMnV(P2O7)2,-5.242813520090381,1.4283389763654648,False
mp-1176650,LiMnV(P2O7)2,-5.242813520090381,1.4283389763654648,False
mp-764462,LiMnV(P2O7)2,-5.242813520090381,1.4283389763654648,False
mp-1222826,Li2Zr6MnCl15,-5.256033385669616,2.069113262320512,False
mp-1021497,Li2SiSnS4,-5.263985135542489,1.669791801562512,False
mp-1195603,Li2MnSnS4,-5.270893886740269,1.515907826131625,False
mp-6654,Cs2LiGaF6,-5.270915937661731,2.4010999976907774,False
mp-557793,Rb4LiZr3H2F19,-5.281549467689283,1.8200079865388026,False
mp-14638,Rb2LiGaF6,-5.28464194291343,2.4391010341238513,False
mp-1113732,Rb2LiGaF6,-5.28464194291343,2.4391010341238513,False
mp-1113703,Rb2LiScF6,-5.287732483893295,1.9926843324741805,False
mp-25407,LiFePO4F,-5.29216979586849,1.5790155634067764,False
mp-1176627,LiV(SO4)2,-5.302476499034224,2.3459130550408864,False
mp-771941,LiV(SO4)2,-5.302476499034224,2.3459130550408864,False
mp-780853,LiFe3P3(HO6)2,-5.304342048112455,1.7852396150989538,False
mp-1153,Li2S,-5.304450448285236,2.494971473884099,False
mp-1205167,Na3LiY3P3CO15F2,-5.306389238521075,2.1158289698179527,False
mp-26077,Li3Fe3(PO4)4,-5.314317743270126,1.583829395092331,False
mp-27027,Li3Fe3(PO4)4,-5.314317743270126,1.583829395092331,False
mp-1211480,KLiLuF5,-5.32030591699585,1.9363187540198743,False
mp-1211043,LiFeBr4,-5.3261437378734335,2.0110504505467355,False
mp-1219628,RbLiMn(BH4)4,-5.327713957943258,2.127996289480855,False
mp-26143,Li3Mn3(PO4)4,-5.331222826504538,1.5935807459189055,False
mp-6668,LiTiPO5,-5.331972300432162,1.9223295219957723,False
mp-559441,LiTiPO5,-5.331972300432162,1.9223295219957723,False
mp-1147596,Li6Zn3(PS4)4,-5.332526761945304,1.2574214368006975,False
mp-1147591,Li6Zn3(PS4)4,-5.332526761945304,1.2574214368006975,False
mp-1147606,Li6Zn3(PS4)4,-5.332526761945304,1.2574214368006975,False
mp-1147592,Li6Zn3(PS4)4,-5.332526761945304,1.2574214368006975,False
mp-1147600,Li6Zn3(PS4)4,-5.332526761945304,1.2574214368006975,False
mp-1147594,Li6Zn3(PS4)4,-5.332526761945304,1.2574214368006975,False
mp-1147609,Li6Zn3(PS4)4,-5.332526761945304,1.2574214368006975,False
mp-1147593,Li6Zn3(PS4)4,-5.332526761945304,1.2574214368006975,False
mp-1147611,Li6Zn3(PS4)4,-5.332526761945304,1.2574214368006975,False
mp-1147603,Li6Zn3(PS4)4,-5.332526761945304,1.2574214368006975,False
mp-1147610,Li6Zn3(PS4)4,-5.332526761945304,1.2574214368006975,False
mp-1147616,Li6Zn3(PS4)4,-5.332526761945304,1.2574214368006975,False
mp-1147614,Li6Zn3(PS4)4,-5.332526761945304,1.2574214368006975,False
mp-1147605,Li6Zn3(PS4)4,-5.332526761945304,1.2574214368006975,False
mp-1147604,Li6Zn3(PS4)4,-5.332526761945304,1.2574214368006975,False
mp-1147617,Li6Zn3(PS4)4,-5.332526761945304,1.2574214368006975,False
mp-1147613,Li6Zn3(PS4)4,-5.332526761945304,1.2574214368006975,False
mp-28326,LiGaBr4,-5.332809606542986,1.4102539531473948,True
mp-1191085,LiY(WO4)2,-5.345855234786649,2.218523407995271,False
mp-3346593,NaLi4Cl5,-5.348832874705852,2.0011321570639953,False
mp-3347061,NaLi4Cl5,-5.348832874705852,2.0011321570639953,False
mp-1185319,LiCl,-5.354408130753599,1.9358703691842538,False
mp-22905,LiCl,-5.354408130753599,1.9358703691842538,False
mp-26187,Li3Mn2P5O16,-5.356991120174877,1.607917942547531,False
mp-1198740,Li7Nd3Zr2O12,-5.359770070537071,1.8012874699022492,False
mp-15079,Cs4KLiGa2F12,-5.36148197347199,2.432697162919202,False
mp-1211124,Li6NiCl8,-5.36333596894622,1.5642314525645766,False
mp-26241,Li2V3(P2O7)2,-5.367971869416128,1.9953934372892548,False
mp-760238,LiVCr(P2O7)2,-5.369190437106014,1.891336760814775,False
mp-760286,LiVCr(P2O7)2,-5.369190437106014,1.891336760814775,False
mp-760209,LiVCr(P2O7)2,-5.369190437106014,1.891336760814775,False
mp-759941,LiVCr(P2O7)2,-5.369190437106014,1.891336760814775,False
mp-760277,LiVCr(P2O7)2,-5.369190437106014,1.891336760814775,False
mp-759930,LiVCr(P2O7)2,-5.369190437106014,1.891336760814775,False
mp-766000,LiVCr(P2O7)2,-5.369190437106014,1.891336760814775,False
mp-766002,LiVCr(P2O7)2,-5.369190437106014,1.891336760814775,False
mp-16691,SrLi2Ti6O14,-5.379946513943715,2.3887119328965545,False
mp-23931,LiPH2O3,-5.382774187929048,2.5661640887857513,False
mp-1103771,BaLi2MnV2O8,-5.38839290521896,1.6777368065208094,False
mp-1228731,Ba2Li3La3(MoO4)8,-5.39471673210629,1.2356089734490787,False
mp-1192995,Li4MnGe2S7,-5.398204867098049,1.469426214719609,False
mp-34148,Li2MnCl4,-5.402538457735395,0.9630192241023433,True
mp-560605,LiLa4AuO8,-5.407868331311744,1.7435855751170461,False
mp-16792,Ba4LiTa3O12,-5.407994995123097,1.8852711122891614,False
mp-1113693,Rb2LiTlF6,-5.4083916108283,2.516958315990921,False
mp-1210835,Li2BeCl4,-5.408894999826699,2.173047869135685,False
mp-1210804,Li2ZnGeS4,-5.409785098973923,1.5953843637683165,False
mp-1176675,LiLuO2,-5.410267565471058,1.8241489256554868,False
mp-754605,LiLuO2,-5.410267565471058,1.8241489256554868,False
mp-6844,KLi3Si12(SnO15)2,-5.410346198616036,2.055342651539995,False
mp-26335,LiFe(PO3)4,-5.41254099440154,1.6897278388660273,False
mp-2912291,LiFe(PO3)4,-5.41254099440154,1.6897278388660273,False
mp-26269,LiFe(PO3)4,-5.41254099440154,1.6897278388660273,False
mp-25977,LiFe(PO3)4,-5.41254099440154,1.6897278388660273,False
mp-685991,Li5SiP3,-5.414835376087224,1.9608361655627107,False
mp-1192737,Li4MnSn2Se7,-5.414837876687044,1.396376975546986,False
mp-556209,RbLiMoO4,-5.420499757443541,1.5310069528477752,False
mp-6674,LiLa2SbO6,-5.421627337310882,1.5001937991361647,False
mp-1211607,Li3La2(BO3)3,-5.4226404991313535,2.290855593260337,False
mp-1211226,Li3Y3(TeO6)2,-5.424062986814475,1.6191510492065322,False
mp-1110654,Rb2LiMoF6,-5.428904580691726,1.8313087879977525,False
mp-772076,Sr4Li4Nb5FeO20,-5.430186189330663,1.6935057994863627,False
mp-759820,LiVFe(P2O7)2,-5.430220259252449,1.5241975151793161,False
mp-759903,LiVFe(P2O7)2,-5.430220259252449,1.5241975151793161,False
mp-1235295,LiVFe(P2O7)2,-5.430220259252449,1.5241975151793161,False
mp-1176547,LiVFe(P2O7)2,-5.430220259252449,1.5241975151793161,False
mp-752490,LiVFe(P2O7)2,-5.430220259252449,1.5241975151793161,False
mp-759761,LiVFe(P2O7)2,-5.430220259252449,1.5241975151793161,False
mp-1235847,LiVFe(P2O7)2,-5.430220259252449,1.5241975151793161,False
mp-759801,LiVFe(P2O7)2,-5.430220259252449,1.5241975151793161,False
mp-759529,LiVFe(P2O7)2,-5.430220259252449,1.5241975151793161,False
mp-765981,LiVFe(P2O7)2,-5.430220259252449,1.5241975151793161,False
mp-557969,LiLa2S2O8F3,-5.437861236283032,1.6691181770492969,False
mp-1222830,Li2InFe(P2O7)2,-5.437915117994219,1.578913204580116,False
mp-1219622,RbLiMg(BH4)4,-5.439621806318443,2.295354484808195,False
mp-26191,Li3Ni2P5O16,-5.440437859247856,2.0393892548764825,False
mp-1113733,Rb2LiInF6,-5.447876134046391,2.5639377771127325,False
mp-677212,Ba3LiTa3Ti5O21,-5.455677808871558,1.3601230957631774,False
mp-1209544,Rb3Li2Ga(MoO4)4,-5.458963015583804,1.5982545960997594,False
mp-1179724,RbLi2(H2N)3,-5.460154264117348,2.1643506919872957,False
mp-722455,RbLi2(H2N)3,-5.460154264117348,2.1643506919872957,False
mp-1197982,K2LiIn(MoO4)3,-5.463495316920995,1.6546809343319548,False
mp-554998,LiV(IO4)2,-5.466631190495408,1.8344468890497376,False
mp-703343,Li2Sn(H5O4)2,-5.466703396811855,1.8853867230377617,False
mp-1195757,Li2Sn(H5O4)2,-5.466703396811855,1.8853867230377617,False
mp-1196541,K10LiZr6H4O2F35,-5.469513152083127,2.029417044951532,False
mp-1110649,Rb2LiYF6,-5.475341517812085,2.098016297296015,False
mp-1198663,K2Li(H2N)3,-5.476377972095331,2.263405083015611,False
mp-1190195,LiIn(WO4)2,-5.4768386458102425,2.66084241753775,False
mp-1208758,Sr3Li6Ta2O11,-5.480312600695075,1.5190116639739033,False
mp-561430,LiLuF4,-5.4824765296458375,2.0853570948156728,False
mp-1190882,LiLu(WO4)2,-5.4853292977166435,2.3127371383839925,False
mp-8450,Rb2Li2GeO4,-5.487627597311491,2.0215121042881394,False
mp-1173174,SrLiTi4CrO11,-5.49095563288835,2.226034312187681,False
mp-1218260,SrLiTi4CrO11,-5.49095563288835,2.226034312187681,False
mp-1218301,SrLiTi4CrO11,-5.49095563288835,2.226034312187681,False
mp-989562,Cs2LiTlF6,-5.498834122160776,2.5929376219069495,False
mp-18741,RbLiCrO4,-5.499064373711094,1.6843069947410685,False
mp-19251,RbLiCrO4,-5.499064373711094,1.6843069947410685,False
mp-1188395,KLi2(HO)3,-5.499181402679311,2.2462769509590452,False
mp-1211563,KLiEr2(MoO4)4,-5.499699062933643,1.591486474677981,False
mp-1110898,K2LiYBr6,-5.499772133213602,3.006366943894863,False
mp-25448,LiCrPO4F,-5.500035316305806,1.5444434481012939,False
mp-1192111,LiEr(WO4)2,-5.500430125218683,2.4083590691878647,False
mp-1226357,Cs2LiCr3F12,-5.502661221772583,1.9267747428748194,False
mp-1226312,Cs2LiV3F12,-5.506481569003131,1.9224266804129173,False
mp-19377,LiLa2MoO6,-5.509578902955077,1.9693778749469506,False
mp-510073,RbLi(H2N)2,-5.510390966527551,2.1619720063030328,False
mp-766016,LiVCrP2(O4F)2,-5.51324629348876,1.6550124428602317,False
mp-766092,LiVCrP2(O4F)2,-5.51324629348876,1.6550124428602317,False
mp-867682,LiVCrP2(O4F)2,-5.51324629348876,1.6550124428602317,False
mp-759852,LiVCrP2(O4F)2,-5.51324629348876,1.6550124428602317,False
mp-766001,LiVCrP2(O4F)2,-5.51324629348876,1.6550124428602317,False
mp-767223,LiVCrP2(O4F)2,-5.51324629348876,1.6550124428602317,False
mp-773582,LiTe(H3N)4,-5.5139402301373055,1.9659517946125922,False
mp-1195211,LiNd(PN2)4,-5.514499543697683,2.286814283252797,False
mp-1191476,Li2In2GeS6,-5.515545235346271,1.8954683829427572,False
mp-759299,Li2MnP4(H4O5)4,-5.516670020414693,2.5869147678356743,False
mp-1213966,Cs3Li2Al(MoO4)4,-5.5170486891542945,1.4805753681767388,False
mp-26203,Li3Co2P5O16,-5.51952075203461,1.9950070124877737,False
mp-26155,LiMn(PO3)4,-5.521768708124603,2.020652685399277,False
mp-31950,LiMn(PO3)4,-5.521768708124603,2.020652685399277,False
mp-1113016,Cs2LiInF6,-5.528955449789298,2.6130260315922222,False
mp-26351,Li3Mo3(PO4)4,-5.531851619801658,1.7922126899708768,False
mp-942702,LiMnSO4F,-5.534871247510566,2.055258810175129,False
mp-759228,Li2FeP4(H4O5)4,-5.536008302976067,2.6051868949844232,False
mp-1211126,LiSc(WO4)2,-5.540802915750688,2.580345324455968,False
mp-551092,KLiZnO2,-5.547275040028609,1.691748833845526,False
mp-777963,Li3SbH18S4O9,-5.549679321105555,1.9070995635380659,False
mp-760023,RbLiMnP3HO10,-5.552938913283938,1.9618232716676698,False
